repositorio,status_final,tempo_analise_horas,tamanho_arquivos,tamanho_linhas_adicionadas,tamanho_linhas_removidas,descricao_caracteres,interacoes_participantes,interacoes_comentarios,numero_revisoes
hacksider/Deep-Live-Cam,CLOSED,14.26,1,1,1,300,2,3,1
hacksider/Deep-Live-Cam,CLOSED,1.05,1,1,0,109,2,3,1
hacksider/Deep-Live-Cam,MERGED,162.23,1,18,0,1742,4,3,9
hacksider/Deep-Live-Cam,CLOSED,3.83,1,1,0,90,2,1,1
hacksider/Deep-Live-Cam,CLOSED,5.98,1,11,1,176,2,1,1
hacksider/Deep-Live-Cam,CLOSED,8.5,1,1,1,100,2,1,1
hacksider/Deep-Live-Cam,MERGED,53.11,1,8,0,104,3,1,2
hacksider/Deep-Live-Cam,CLOSED,44.3,4,345,65,1040,1,1,1
hacksider/Deep-Live-Cam,CLOSED,28.59,1,1,1,62,2,1,1
hacksider/Deep-Live-Cam,CLOSED,1.07,1,1,0,72,2,1,1
hacksider/Deep-Live-Cam,MERGED,265.38,2,50,18,640,2,1,1
hacksider/Deep-Live-Cam,CLOSED,1.01,1,0,0,449,2,1,1
hacksider/Deep-Live-Cam,CLOSED,2.32,1,1,0,74,2,1,1
hacksider/Deep-Live-Cam,CLOSED,1.78,1,2,2,115,2,2,1
hacksider/Deep-Live-Cam,CLOSED,1.14,1,1,0,142,2,2,1
hacksider/Deep-Live-Cam,CLOSED,5.01,1,1,0,77,2,1,1
hacksider/Deep-Live-Cam,CLOSED,47.36,1,2,0,57,2,1,1
hacksider/Deep-Live-Cam,CLOSED,4.01,1,1,0,75,2,1,1
hacksider/Deep-Live-Cam,MERGED,86.64,1,58,10,541,3,1,1
hacksider/Deep-Live-Cam,CLOSED,3.6,1,1,0,37,2,2,1
hacksider/Deep-Live-Cam,CLOSED,2.75,1,1,0,41,2,1,1
hacksider/Deep-Live-Cam,MERGED,114.5,1,9,2,759,2,3,1
hacksider/Deep-Live-Cam,CLOSED,9.53,1,1,0,52,2,1,1
hacksider/Deep-Live-Cam,CLOSED,4.49,1,1,0,124,2,1,1
hacksider/Deep-Live-Cam,CLOSED,5.06,1,1,0,167,2,1,1
hacksider/Deep-Live-Cam,CLOSED,2.62,2,50,26,361,2,3,1
hacksider/Deep-Live-Cam,MERGED,18.11,1,2,2,454,2,1,1
hacksider/Deep-Live-Cam,MERGED,3.39,1,1,0,285,2,1,1
hacksider/Deep-Live-Cam,MERGED,2.97,1,1,1,305,2,1,1
hacksider/Deep-Live-Cam,MERGED,40.74,4,22,22,261,2,1,1
hacksider/Deep-Live-Cam,MERGED,89.88,1,12,8,399,2,2,1
hacksider/Deep-Live-Cam,MERGED,15.39,2,26,4,104,2,1,1
hacksider/Deep-Live-Cam,CLOSED,47.86,1,63,47,177,2,2,1
hacksider/Deep-Live-Cam,CLOSED,47.88,1,5,5,144,2,2,1
hacksider/Deep-Live-Cam,MERGED,218.58,1,2,0,969,3,2,1
vuejs/awesome-vue,CLOSED,49.62,1,1,0,1610,2,1,1
vuejs/awesome-vue,CLOSED,3.44,1,242,239,1578,2,2,1
vuejs/awesome-vue,MERGED,53.62,1,1,0,1578,2,0,1
vuejs/awesome-vue,CLOSED,602.59,1,1,0,1606,3,1,1
vuejs/awesome-vue,MERGED,65.51,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,35.74,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,102.56,1,1,0,1597,2,0,1
vuejs/awesome-vue,MERGED,260.82,1,1,0,1578,3,0,2
vuejs/awesome-vue,MERGED,558.82,1,1,0,1578,3,0,1
vuejs/awesome-vue,MERGED,52.77,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,102.1,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,96.9,1,1,1,109,2,0,1
vuejs/awesome-vue,MERGED,101.73,1,1,1,1721,2,0,1
vuejs/awesome-vue,MERGED,134.34,1,1,0,297,2,0,1
vuejs/awesome-vue,MERGED,136.01,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,597.84,1,1,0,1578,2,2,1
vuejs/awesome-vue,MERGED,13.49,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,50.86,1,1,1,1626,2,0,1
vuejs/awesome-vue,MERGED,101.44,1,1,0,1907,2,0,1
vuejs/awesome-vue,MERGED,118.32,1,1,0,1578,2,1,1
vuejs/awesome-vue,MERGED,166.88,1,5,0,1578,2,0,1
vuejs/awesome-vue,MERGED,215.0,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,236.98,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,301.09,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,329.93,1,1,0,1959,2,0,1
vuejs/awesome-vue,MERGED,395.89,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,479.86,1,1,0,1605,2,0,1
vuejs/awesome-vue,MERGED,500.42,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,62.32,1,1,0,1633,2,0,1
vuejs/awesome-vue,MERGED,4.22,1,1,0,1578,3,1,1
vuejs/awesome-vue,MERGED,117.06,1,1,0,1578,2,1,1
vuejs/awesome-vue,MERGED,182.92,1,1,0,1628,2,0,1
vuejs/awesome-vue,MERGED,8.38,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,16.82,1,0,1,1615,2,1,1
vuejs/awesome-vue,MERGED,4.33,1,1,0,1618,2,0,1
vuejs/awesome-vue,MERGED,5.08,1,0,1,1755,2,1,1
vuejs/awesome-vue,CLOSED,69.6,1,6,6,1698,2,0,4
vuejs/awesome-vue,MERGED,117.1,1,1,0,1647,2,0,3
vuejs/awesome-vue,MERGED,147.7,1,1,0,1578,2,2,2
vuejs/awesome-vue,MERGED,148.05,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,19.91,1,1,0,1654,2,0,1
vuejs/awesome-vue,CLOSED,2851.03,1,6,0,1621,3,1,1
vuejs/awesome-vue,MERGED,56.07,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,58.98,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,114.92,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,1.05,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,10.75,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,1.21,1,1,0,1580,2,0,1
vuejs/awesome-vue,MERGED,51.39,1,1,0,1578,2,0,1
vuejs/awesome-vue,MERGED,26.83,1,1,0,1694,2,1,1
nestjs/nest,MERGED,45.08,1,1,1,609,3,1,1
nestjs/nest,MERGED,49.61,1,1,1,933,3,1,1
nestjs/nest,MERGED,104.16,2,9,9,3169,3,1,1
nestjs/nest,MERGED,68.61,35,35,35,812,3,1,1
nestjs/nest,MERGED,137.24,1,1,1,7722,3,1,1
nestjs/nest,MERGED,31.87,2,5,5,3132,3,1,1
nestjs/nest,MERGED,268.17,2,24,1,424,3,4,1
nestjs/nest,MERGED,18.41,2,21,49,4033,3,1,1
nestjs/nest,MERGED,129.47,1,1,1,978,3,1,1
nestjs/nest,MERGED,453.31,37,73,73,842,3,2,1
nestjs/nest,MERGED,22.83,2,5,5,1523,3,1,1
nestjs/nest,MERGED,499.94,3,57,2,1886,5,14,1
nestjs/nest,MERGED,54.26,36,38,38,1585,3,1,1
nestjs/nest,MERGED,80.09,1,1,1,602,4,2,2
nestjs/nest,MERGED,86.6,1,3,36,187,3,1,2
nestjs/nest,CLOSED,706.6,1,5,4,1507,4,4,1
nestjs/nest,MERGED,62.42,36,36,36,557,3,1,1
nestjs/nest,MERGED,1003.3,5,287,5,1388,4,1,1
nestjs/nest,MERGED,127.53,1,13,6,2895,5,1,2
nestjs/nest,MERGED,6.06,36,72,72,1250,3,1,1
nestjs/nest,MERGED,27.78,3,3,3,731,3,1,1
nestjs/nest,MERGED,55.58,2,29,29,2605,3,1,1
nestjs/nest,MERGED,45.78,1,8,8,880,5,2,2
nestjs/nest,MERGED,13.42,1,1,1,556,3,1,1
nestjs/nest,MERGED,54.47,2,154,0,1420,4,5,5
nestjs/nest,MERGED,73.66,1,1,1,704,4,2,1
nestjs/nest,MERGED,115.39,2,35,0,1956,5,1,2
nestjs/nest,MERGED,374.98,2,29,1,818,4,2,5
nestjs/nest,MERGED,130.82,2,5,6,2062,3,1,1
nestjs/nest,MERGED,79.27,2,9,9,5629,3,1,1
nestjs/nest,MERGED,91.98,1,1,1,4395,3,1,1
nestjs/nest,MERGED,614.15,3,169,13,2051,5,4,3
nestjs/nest,MERGED,67.06,1,1,1,613,3,1,1
nestjs/nest,MERGED,72.95,1,1,1,633,3,1,1
nestjs/nest,MERGED,888.92,1,1,1,1109,6,3,1
nestjs/nest,MERGED,23.61,1,1,1,1364,3,1,1
nestjs/nest,MERGED,36.53,1,25,0,1684,3,2,4
nestjs/nest,MERGED,14.36,35,35,35,795,3,1,1
nestjs/nest,MERGED,78.74,2,5,5,1739,3,1,1
nestjs/nest,MERGED,40.57,1,6,0,777,4,2,1
nestjs/nest,MERGED,51.98,3,6,4,704,4,2,1
nestjs/nest,MERGED,139.87,1,4,3,2288,3,3,3
nestjs/nest,MERGED,148.92,2,49,1,814,3,3,3
nestjs/nest,MERGED,13.55,1,1,1,6112,3,1,1
nestjs/nest,MERGED,23.5,2,99,9,1639,3,3,1
nestjs/nest,CLOSED,84.7,5,89,1,2817,5,4,4
nestjs/nest,MERGED,13.29,3,24,3,1365,7,7,1
nestjs/nest,MERGED,45.18,37,37,37,867,3,1,1
nestjs/nest,MERGED,2.73,37,153,153,1645,3,1,1
nestjs/nest,CLOSED,2783.64,2,5,5,2196,1,1,1
d2l-ai/d2l-zh,CLOSED,1735.23,2,3,3,124,3,1,1
d2l-ai/d2l-zh,MERGED,12.69,25,71,156,0,6,2,1
d2l-ai/d2l-zh,MERGED,69.57,1,1,1,113,3,1,1
d2l-ai/d2l-zh,MERGED,351.19,1,1,1,40,3,1,1
d2l-ai/d2l-zh,MERGED,1679.91,0,0,0,0,3,1,1
d2l-ai/d2l-zh,MERGED,41.55,1,1,1,30,3,1,1
d2l-ai/d2l-zh,MERGED,1884.44,114,12144,1039,0,8,35,58
d2l-ai/d2l-zh,MERGED,35.18,1,5,4,62,3,4,4
d2l-ai/d2l-zh,MERGED,35.4,1,1,1,53,3,2,1
d2l-ai/d2l-zh,MERGED,9.38,2,11,11,32,2,1,3
d2l-ai/d2l-zh,MERGED,416.14,9,1286,165,0,4,15,1
d2l-ai/d2l-zh,MERGED,591.53,1,1,1,68,3,1,1
d2l-ai/d2l-zh,MERGED,953.89,1,1,1,359,3,3,1
d2l-ai/d2l-zh,MERGED,419.71,16,2599,271,0,4,6,7
d2l-ai/d2l-zh,MERGED,714.89,1,1,1,28,3,1,1
d2l-ai/d2l-zh,MERGED,717.27,2,8,8,14,3,1,1
d2l-ai/d2l-zh,MERGED,535.92,6,797,17,0,4,6,10
d2l-ai/d2l-zh,MERGED,384.83,2,2,2,30,3,2,1
d2l-ai/d2l-zh,MERGED,532.11,16,774,15,0,4,6,9
d2l-ai/d2l-zh,CLOSED,1361.44,1,15,3,107,4,2,4
d2l-ai/d2l-zh,MERGED,1080.03,10,11,11,15,3,1,1
d2l-ai/d2l-zh,CLOSED,10.99,2,40,40,23,3,1,1
d2l-ai/d2l-zh,MERGED,3.38,1,1,1,114,3,1,1
d2l-ai/d2l-zh,MERGED,512.14,8,949,24,0,4,5,6
d2l-ai/d2l-zh,MERGED,493.98,10,992,6,0,4,5,1
d2l-ai/d2l-zh,MERGED,518.03,9,691,8,0,4,10,2
d2l-ai/d2l-zh,CLOSED,172.99,1,1,1,109,3,1,2
d2l-ai/d2l-zh,MERGED,176.5,1,1,1,109,3,2,1
d2l-ai/d2l-zh,MERGED,75.63,1,6,7,207,3,5,3
d2l-ai/d2l-zh,MERGED,8.02,1,4,4,0,3,1,1
d2l-ai/d2l-zh,MERGED,28.7,1,1,1,0,3,1,1
d2l-ai/d2l-zh,MERGED,470.46,6,303,7,0,4,9,5
d2l-ai/d2l-zh,MERGED,228.52,6,489,14,0,3,7,4
d2l-ai/d2l-zh,MERGED,88.16,9,475,5,0,5,7,4
d2l-ai/d2l-zh,MERGED,381.41,1,1,1,97,3,1,1
d2l-ai/d2l-zh,MERGED,672.12,1,9,6,349,3,3,3
d2l-ai/d2l-zh,MERGED,555.79,1,1,1,14,3,1,1
d2l-ai/d2l-zh,MERGED,307.04,9,677,14,0,6,26,20
d2l-ai/d2l-zh,CLOSED,4.34,17,6436,5867,0,4,6,1
d2l-ai/d2l-zh,CLOSED,122.49,21,6570,5867,0,6,9,1
d2l-ai/d2l-zh,MERGED,164.08,1,1,1,0,3,1,1
d2l-ai/d2l-zh,MERGED,164.14,1,1,1,0,3,2,1
d2l-ai/d2l-zh,CLOSED,20.13,1,2529,1,185,4,2,1
d2l-ai/d2l-zh,CLOSED,2473.29,1,2,2,94,3,2,8
d2l-ai/d2l-zh,CLOSED,3182.84,5,248,3,102,3,1,8
d2l-ai/d2l-zh,MERGED,2918.38,1,1,1,0,4,2,2
d2l-ai/d2l-zh,CLOSED,359.96,6,334,11,44,4,1,4
d2l-ai/d2l-zh,MERGED,2938.31,1,1,1,8,4,1,3
d2l-ai/d2l-zh,CLOSED,3207.13,8,431,1,89,5,15,3
d2l-ai/d2l-zh,MERGED,89.83,1,1,1,59,3,1,1
punkpeye/awesome-mcp-servers,CLOSED,147.41,1,1,0,0,1,0,1
punkpeye/awesome-mcp-servers,MERGED,55.69,7,7,0,0,2,1,1
punkpeye/awesome-mcp-servers,MERGED,102.74,1,1,0,139,3,2,1
punkpeye/awesome-mcp-servers,MERGED,104.38,1,1,0,62,3,2,1
punkpeye/awesome-mcp-servers,MERGED,140.91,7,35,0,0,4,4,1
punkpeye/awesome-mcp-servers,MERGED,144.77,1,1,0,429,3,1,2
punkpeye/awesome-mcp-servers,MERGED,156.73,1,1,0,0,3,1,1
punkpeye/awesome-mcp-servers,MERGED,203.25,1,1,0,411,3,4,1
punkpeye/awesome-mcp-servers,MERGED,88.48,1,1,0,0,2,4,1
punkpeye/awesome-mcp-servers,MERGED,81.79,1,1,0,681,2,2,1
punkpeye/awesome-mcp-servers,MERGED,405.47,1,1,1,288,3,2,1
punkpeye/awesome-mcp-servers,MERGED,741.67,1,1,0,311,3,2,1
punkpeye/awesome-mcp-servers,MERGED,83.57,2,2,0,204,2,0,1
punkpeye/awesome-mcp-servers,MERGED,1467.24,1,1,1,154,3,0,1
punkpeye/awesome-mcp-servers,MERGED,128.02,6,8,0,381,2,3,2
punkpeye/awesome-mcp-servers,CLOSED,366.19,6,13,7,0,3,3,1
punkpeye/awesome-mcp-servers,MERGED,58.71,1,1,0,0,3,0,1
punkpeye/awesome-mcp-servers,MERGED,42.93,2,2,1,661,3,1,1
punkpeye/awesome-mcp-servers,MERGED,9.8,1,7,0,1647,2,1,1
punkpeye/awesome-mcp-servers,MERGED,406.11,3,3,0,571,3,2,1
punkpeye/awesome-mcp-servers,MERGED,511.2,1,2,0,58,2,5,1
punkpeye/awesome-mcp-servers,MERGED,4.5,1,1,0,4090,2,0,1
punkpeye/awesome-mcp-servers,MERGED,12.37,1,1,0,0,2,0,1
punkpeye/awesome-mcp-servers,MERGED,12.56,3,14,5,92,2,0,1
punkpeye/awesome-mcp-servers,MERGED,2.78,1,1,0,96,2,0,1
punkpeye/awesome-mcp-servers,MERGED,87.9,1,7,0,330,2,0,1
punkpeye/awesome-mcp-servers,MERGED,6.81,3,3,0,198,2,0,1
punkpeye/awesome-mcp-servers,MERGED,193.78,3,3,0,144,2,0,1
punkpeye/awesome-mcp-servers,MERGED,211.02,3,3,0,88,2,0,1
punkpeye/awesome-mcp-servers,MERGED,20.2,3,3,0,0,2,2,1
punkpeye/awesome-mcp-servers,MERGED,11.77,2,2,1,263,2,0,1
punkpeye/awesome-mcp-servers,MERGED,51.95,1,1,0,106,2,0,1
punkpeye/awesome-mcp-servers,MERGED,62.82,1,1,0,0,2,0,1
punkpeye/awesome-mcp-servers,MERGED,76.58,1,1,1,0,2,0,1
punkpeye/awesome-mcp-servers,MERGED,2.53,1,2,0,46,2,1,2
punkpeye/awesome-mcp-servers,MERGED,63.16,1,1,0,346,3,0,1
punkpeye/awesome-mcp-servers,MERGED,7.77,1,1,0,280,2,0,1
punkpeye/awesome-mcp-servers,MERGED,3.12,1,2,2,0,2,0,1
punkpeye/awesome-mcp-servers,MERGED,11.53,1,1,0,991,3,0,1
punkpeye/awesome-mcp-servers,MERGED,7.11,1,1,0,109,2,0,1
punkpeye/awesome-mcp-servers,MERGED,26.43,1,1,0,74,3,5,1
punkpeye/awesome-mcp-servers,MERGED,3.62,3,6,0,27,2,0,1
punkpeye/awesome-mcp-servers,MERGED,17.52,1,1,0,249,2,0,1
punkpeye/awesome-mcp-servers,MERGED,4.91,1,51,6,40,2,0,1
punkpeye/awesome-mcp-servers,MERGED,14.44,1,1,0,0,3,0,5
punkpeye/awesome-mcp-servers,MERGED,26.17,1,1,0,101,2,1,1
punkpeye/awesome-mcp-servers,MERGED,29.46,1,1,0,58,2,1,2
punkpeye/awesome-mcp-servers,MERGED,38.04,1,1,0,79,2,0,1
punkpeye/awesome-mcp-servers,MERGED,58.5,1,3,2,41,3,0,1
punkpeye/awesome-mcp-servers,MERGED,44.52,1,3,0,743,2,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,69.97,3,270,0,318,2,7,4
Shubhamsaboo/awesome-llm-apps,CLOSED,186.73,1,3,3,0,3,1,1
Shubhamsaboo/awesome-llm-apps,CLOSED,249.35,1,1,0,150,3,1,1
Shubhamsaboo/awesome-llm-apps,CLOSED,4.63,1,34,0,0,2,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,162.46,1,19,11,555,2,5,2
Shubhamsaboo/awesome-llm-apps,CLOSED,31.23,4,2,2,265,2,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,7.92,29,3336,0,72,2,1,1
Shubhamsaboo/awesome-llm-apps,MERGED,13.95,186,33718,0,72,2,2,1
Shubhamsaboo/awesome-llm-apps,MERGED,8.47,94,17030,0,79,2,2,1
Shubhamsaboo/awesome-llm-apps,MERGED,8.72,19,1128,0,89,2,1,2
Shubhamsaboo/awesome-llm-apps,MERGED,230.39,5,391,0,91,2,4,3
Shubhamsaboo/awesome-llm-apps,CLOSED,41.01,2,2,50,0,2,0,1
Shubhamsaboo/awesome-llm-apps,CLOSED,1875.8,2,112,1,317,2,1,1
Shubhamsaboo/awesome-llm-apps,CLOSED,444.14,26,1828,0,5369,2,1,1
Shubhamsaboo/awesome-llm-apps,CLOSED,369.13,8,1623,0,708,3,6,1
Shubhamsaboo/awesome-llm-apps,MERGED,180.75,3,303,0,0,2,3,1
Shubhamsaboo/awesome-llm-apps,MERGED,218.28,1,1,1,203,4,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,3.71,1,1,1,19,3,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,146.12,3,228,0,0,3,0,2
Shubhamsaboo/awesome-llm-apps,MERGED,43.33,7,827,1,236,2,2,1
Shubhamsaboo/awesome-llm-apps,MERGED,136.63,4,322,0,334,2,1,3
Shubhamsaboo/awesome-llm-apps,MERGED,14.01,1,2,1,69,2,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,19.58,1,2,1,634,2,0,1
Shubhamsaboo/awesome-llm-apps,MERGED,18.91,1,45,15,97,2,0,1
thedaviddias/Front-End-Checklist,MERGED,22.61,1,0,2,169,2,0,1
thedaviddias/Front-End-Checklist,CLOSED,2801.33,2,7,7,461,3,3,1
thedaviddias/Front-End-Checklist,MERGED,1910.17,1,7,3,1148,2,0,1
thedaviddias/Front-End-Checklist,MERGED,10979.26,1,2,0,392,3,3,2
thedaviddias/Front-End-Checklist,CLOSED,4196.85,1,1,1,800,2,2,1
thedaviddias/Front-End-Checklist,CLOSED,4951.43,2,7,7,617,2,2,1
thedaviddias/Front-End-Checklist,MERGED,1.84,1,1,1,494,2,0,1
thedaviddias/Front-End-Checklist,MERGED,333.24,1,1,1,461,2,0,1
thedaviddias/Front-End-Checklist,MERGED,7377.38,1,1,1,65,3,8,2
thedaviddias/Front-End-Checklist,MERGED,849.68,1,1,1,237,7,4,3
thedaviddias/Front-End-Checklist,CLOSED,2045.26,1,1,1,461,2,1,1
thedaviddias/Front-End-Checklist,MERGED,1221.9,1,0,1,913,2,0,1
thedaviddias/Front-End-Checklist,CLOSED,2355.48,1,1,1,461,3,2,1
thedaviddias/Front-End-Checklist,MERGED,15.15,1,13,13,619,2,0,1
thedaviddias/Front-End-Checklist,MERGED,84.86,1,7,0,610,2,0,1
thedaviddias/Front-End-Checklist,MERGED,344.5,1,2,2,477,3,0,1
thedaviddias/Front-End-Checklist,MERGED,1407.8,1,1,1,346,3,0,1
thedaviddias/Front-End-Checklist,CLOSED,3775.32,1,435,809,672,3,2,1
thedaviddias/Front-End-Checklist,MERGED,2167.3,1,1,0,572,3,3,1
thedaviddias/Front-End-Checklist,MERGED,704.0,2,8,2,155,2,0,1
thedaviddias/Front-End-Checklist,MERGED,274.59,3,5,6,560,2,0,1
thedaviddias/Front-End-Checklist,MERGED,257.9,2,16,0,497,2,0,1
thedaviddias/Front-End-Checklist,MERGED,2624.79,1,1,1,680,2,0,1
thedaviddias/Front-End-Checklist,MERGED,187.07,1,6,0,409,2,0,1
thedaviddias/Front-End-Checklist,MERGED,549.01,1,1,1,514,2,0,1
thedaviddias/Front-End-Checklist,MERGED,262.67,1,1,1,698,2,0,1
thedaviddias/Front-End-Checklist,CLOSED,56.87,2,132,62,532,2,0,1
thedaviddias/Front-End-Checklist,MERGED,670.6,1,67,64,543,2,0,1
thedaviddias/Front-End-Checklist,CLOSED,991.63,1,1,1,538,1,0,1
thedaviddias/Front-End-Checklist,CLOSED,13461.25,4,32,2,474,3,5,2
thedaviddias/Front-End-Checklist,MERGED,103.79,4,5,5,601,2,0,1
thedaviddias/Front-End-Checklist,MERGED,43.25,1,1,1,1110,2,0,1
thedaviddias/Front-End-Checklist,MERGED,1585.71,1,1,2,558,2,4,1
thedaviddias/Front-End-Checklist,MERGED,92.6,1,1,1,592,2,1,1
thedaviddias/Front-End-Checklist,CLOSED,5398.83,1,3,2,616,4,5,1
thedaviddias/Front-End-Checklist,CLOSED,36.22,1,1,1,1316,2,0,3
thedaviddias/Front-End-Checklist,MERGED,69.95,1,36,43,533,2,2,2
thedaviddias/Front-End-Checklist,CLOSED,5506.01,1,6,0,140,2,4,1
thedaviddias/Front-End-Checklist,MERGED,1.86,1,1,0,615,2,1,1
thedaviddias/Front-End-Checklist,MERGED,3.98,1,12,0,259,2,1,2
thedaviddias/Front-End-Checklist,MERGED,53.93,3,100,4,1132,2,1,4
thedaviddias/Front-End-Checklist,MERGED,9.78,1,3,1,129,2,1,2
thedaviddias/Front-End-Checklist,MERGED,3.2,1,1,0,86,2,1,1
thedaviddias/Front-End-Checklist,MERGED,19.92,1,6,0,255,3,3,1
thedaviddias/Front-End-Checklist,CLOSED,814.17,1,13,20,47,4,5,1
thedaviddias/Front-End-Checklist,MERGED,4.95,1,1,1,0,2,1,1
thedaviddias/Front-End-Checklist,MERGED,7.79,1,4,0,343,2,3,2
thedaviddias/Front-End-Checklist,MERGED,1.14,1,2,2,154,2,1,1
thedaviddias/Front-End-Checklist,MERGED,10.33,1,1,4,52,2,0,1
thedaviddias/Front-End-Checklist,CLOSED,6565.6,1,0,2,1015,8,14,1
redis/redis,MERGED,1.46,1,1,0,158,2,0,1
redis/redis,MERGED,3.52,1,1,1,55,2,0,1
redis/redis,MERGED,24.66,2,8,4,979,2,0,1
redis/redis,MERGED,43.74,6,26,26,165,2,1,9
redis/redis,MERGED,1.39,1,1,1,0,2,0,1
redis/redis,MERGED,1.98,1,1,1,0,2,0,1
redis/redis,MERGED,2.0,1,1,1,0,2,0,1
redis/redis,MERGED,65.92,19,293,54,0,4,0,4
redis/redis,MERGED,82.6,27,629,92,0,7,0,2
redis/redis,MERGED,106.36,16,257,55,0,5,1,1
redis/redis,MERGED,1.69,1,1,1,1049,3,3,1
redis/redis,MERGED,11.94,1,1,1,121,2,1,1
redis/redis,MERGED,12.05,1,1,1,86,3,3,1
redis/redis,MERGED,385.17,2,36,2,339,2,3,8
redis/redis,MERGED,8.87,1,3,2,798,3,3,3
redis/redis,CLOSED,2.06,1,1,1,165,3,2,3
redis/redis,MERGED,339.05,3,4,4,75,3,2,2
redis/redis,MERGED,378.09,1,27,7,90,2,1,9
redis/redis,CLOSED,357.67,1,83,5,639,4,6,2
redis/redis,MERGED,46.97,1,4,4,4291,2,2,10
redis/redis,MERGED,768.19,1,2,1,1807,3,3,2
redis/redis,MERGED,2.17,1,1,1,353,2,1,1
redis/redis,MERGED,78.82,4,36,6,536,2,1,2
redis/redis,CLOSED,117.17,1,1,1,337,3,4,3
redis/redis,MERGED,4.26,1,1,1,1597,2,1,2
redis/redis,MERGED,119.26,2,20,3,435,2,1,5
redis/redis,MERGED,192.34,20,135,22,767,2,10,3
redis/redis,MERGED,167.06,2,36,15,779,3,3,13
redis/redis,MERGED,91.81,3,16,11,19034,3,7,10
redis/redis,MERGED,416.55,1,14,1,378,5,9,9
redis/redis,MERGED,196.54,1,5,1,2899,3,2,1
redis/redis,MERGED,29.04,1,4,4,625,3,2,2
redis/redis,MERGED,24.29,2,5,19,784,3,2,3
redis/redis,MERGED,85.37,1,22,9,417,4,3,2
redis/redis,MERGED,99.53,2,101,0,1539,4,3,6
redis/redis,MERGED,534.35,18,1199,355,2945,6,5,34
redis/redis,CLOSED,399.96,1,51,52,168,3,2,14
redis/redis,MERGED,12.66,3,142,2,1573,4,2,1
redis/redis,MERGED,25.58,4,51,21,415,3,2,1
redis/redis,MERGED,77.99,1,6,5,60,5,5,14
redis/redis,MERGED,7.62,6,137,33,399,3,1,1
redis/redis,MERGED,1337.67,3,195,1,2858,3,3,13
redis/redis,MERGED,21.25,2,28,0,16545,3,2,2
redis/redis,MERGED,35.42,2,88,31,14130,4,5,4
redis/redis,MERGED,16.52,1,1,1,162,4,3,1
redis/redis,MERGED,17.77,1,1,1,562,2,3,1
redis/redis,MERGED,27.67,1,1,1,341,3,2,2
redis/redis,MERGED,18.52,1,1,1,109,3,3,1
redis/redis,MERGED,361.47,1,30,41,529,4,2,4
redis/redis,MERGED,1553.46,5,96,5,495,6,26,48
browser-use/browser-use,MERGED,1.14,4,313,143,1146,1,1,2
browser-use/browser-use,CLOSED,13.18,3,107,0,1757,3,1,3
browser-use/browser-use,MERGED,16.27,6,439,1,834,3,1,1
browser-use/browser-use,CLOSED,41.54,17,302,39,1304,2,1,1
browser-use/browser-use,MERGED,90.96,4,21,195,549,1,1,1
browser-use/browser-use,MERGED,7.04,36,433,639,1582,1,2,16
browser-use/browser-use,MERGED,3.82,1,1,1,230,3,1,1
browser-use/browser-use,MERGED,7.4,12,96,100,794,1,1,1
browser-use/browser-use,MERGED,23.01,4,8,8,1080,4,1,3
browser-use/browser-use,MERGED,2.88,1,8,0,474,3,1,6
browser-use/browser-use,MERGED,142.9,1,1,1,195,2,0,2
browser-use/browser-use,MERGED,1.76,1,2,0,329,2,1,2
browser-use/browser-use,MERGED,15.27,1,1,1,439,2,1,1
browser-use/browser-use,MERGED,14.32,12,31,40,609,2,2,1
browser-use/browser-use,MERGED,2.8,2,29,2,539,2,2,1
browser-use/browser-use,MERGED,5.3,10,45,50,261,1,1,1
browser-use/browser-use,MERGED,1.92,5,387,12,1097,1,1,2
browser-use/browser-use,MERGED,499.23,3,212,1,1528,3,6,1
browser-use/browser-use,MERGED,1.46,3,56,36,357,1,1,3
browser-use/browser-use,MERGED,31.51,10,777,27,743,1,1,6
